Task,Label
follow up my dry cleaning in 6 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
attend graduation tickets today at 9:00 a.m..,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
complete the hand mirror by the 8th at 1:10 a.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
prioritize phone case for the Port Daniel branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
i need to finalize an update mail to the team at 11:00 pm tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
tomorrow i have to arrange the table for the september lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
add the ice cream before the commemoration on Sunday at 4:50,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
mow birthday for the math quiz this Saturday at 2,"B-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
read the sales report by the 13th at 8:40 p.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
drop off my dry cleaning in 10 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
prepare the new lawn about onboarding next Sunday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
test the car key by the 20th at 2:45 a.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
design the project report by 10PM on Wednesday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
finalize a barber appointment for next Thursday at 8:25 pm,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
update tickets for the graduation on september 25th at 12:30 AM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
submit Noa's movie gift before february 6th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
practice a table at Mom's for Sunday at 11:25 AM,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
share a rideshare for the trip which is on Monday by tomorrow at 8:45,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
i have to finish the presentation for the math quiz at six AM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
arrange notebook for the birthday scheduled at noon on mar 21st,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
coordinate haircut tickets tomorrow at 1:30 a.m..,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
reserve the monthly performance review by the deadline on june 30th at 4:50.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
schedule the new album made by Dana until Monday at 3:20,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
complete inventory levels for the North Andrew branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
send the tooth brush before the tribute on Saturday at 7:45,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
design Lia in 3 days around 6,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
i need to manage a charger for the product launch by Saturday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
i need to call an update mail to the team at 6:25 PM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
add Noa to submit the book by midnight on the 3rd,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
I'm having a graduation with Noam at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
review mail confirmation tomorrow at 2:25,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
prepare a new ice cream by tomorrow at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
clean the new summary made by John until Monday at 5:10,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
check out the monthly expense summary by the deadline on august 25th at 6:30,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
submit a new photo album by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
remind me to schedule the project timeline report before Sunday at 10:15 PM,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
practice tickets for the reunion on may 20th at 1:25 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
set up my dry cleaning in 12 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
prepare tickets for the interviewceremony on sep 10th at 10:20 am.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
organize for the trade show on Wednesday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
update the new presentation made by Gal until Thursday at 12:25,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
i have a board meeting scheduled for Tuesday next week at 7:25,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
prioritize tickets for the tournament on august 10th at 10:50 PM.,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
submit Daniel on her rally which is on the 29th at 9 a.m..,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
finish reading chapter 16 of press conference book until the 14th of sep,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
mow the monthly performance review by the deadline on september 26th at 7:20.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
on jan 29th at 24 finalize the project networking event,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
clean the monthly performance review by the deadline on february 31st at 7:30.,"B-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
i have a client presentation scheduled for Saturday next week at 1:00,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
complete Ron to email the clock by midnight on the 4th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
make sure to set up the movie certification by tomorrow at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
tomorrow i have to arrange the report for the dec lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
test Dad in 10 days around 1,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
finish a rideshare for the parade which is on Wednesday by tomorrow at 1:00,"B-Task,I-Task,I-Task,I-Task,O,B-Task,O,O,O,O,O,B-Date,O,B-Time"
go through the lawn that Noa needs for the party happening today at 3:20PM,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
Remember to mow with Dror about the press conference scheduled for Monday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
manage inventory levels for the West Christopherton branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
arrange the headphones before five a.m. today and then review,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
learn a manager appointment on mar 28th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
i have to test the presentation for the team meeting at 12 PM today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
arrange the report and confirm it by Tuesday at three a.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
attend tribute tickets tomorrow at 11:30 a.m..,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
practice the gym bag by the 10th at 4:25 PM,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
review mail confirmation today at 10:00,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
check a new phone case by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
watch Dana about the team meeting by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
i need to complete a trousers by Thursday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
i have to clean the presentation for the trade show at five p.m. tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
i have to read the presentation for the physics project at one am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
wrap up the monthly expense summary by the deadline on march 27th at 9:15,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
update a new inventory levels by today at noon,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time"
pick up the apple that Grandpa needs for the festival happening today at 11:00am,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
design lyrics for the birthday on jun 23rd at 21:30,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time"
i need to clean an update mail to the team at 3:40 PM today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
review the new note made by Brent until Saturday at 3:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
mow the new tablet made by Gal until Thursday at 5:25,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
prioritize the hammer and hammer by october 6th at 11:10 p.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
clean a lawyer to inspect the note by today at 4 am,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
finish reading chapter 73 of team meeting book until the 5th of december,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
i need to coordinate a lawn for the training session by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
go over the monthly expense summary by the deadline on apr 8th at 9:10,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
share a headphones follow-up by the 27th in 11,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
reserve the new clock made by Dad until Wednesday at 3:45,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
call a nurse appointment on jun 27th around noon,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
I'm having a party with Boss at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
don't forget to arrange the ritual tickets by tomorrow at 3:40,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
i need to read a banana for the math quiz by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
test Daniel to review the report by midnight on the 10th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
finalize Tahel on her tournament which is on the 23rd at eleven a.m..,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
finish the UI mockup by the 18th at 6:00 p.m.,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
i have to reserve the presentation for the project timeline at four pm today,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
Need to attend the paper tray before the wedding on june 16th at 11:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
complete mail confirmation today at 6:20,"B-Task,I-Task,I-Task,B-Date,O,B-Time"
buy the headphones today,"B-Task,O,B-Task,B-Date"
arrange the new computer about onboarding next Monday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
call a table at Lia's for Wednesday at 6:00 p.m.,"B-Task,O,B-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
i need to arrange chapter 11 of the biology textbook by Saturday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
on jul 21st at 18 mow the project client presentation,"O,B-Date,I-Date,O,B-Time,B-Task,O,B-Task,I-Task,I-Task"
learn the ice cream notebook to Lia by next Sunday at 9p.m.,"B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
share a taxi for the training session on Saturday by today at 12:50,"B-Task,O,B-Task,I-Task,O,B-Task,I-Task,O,O,O,B-Date,O,B-Time"
test Daniel in four days around 4,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
send worker for the concert scheduled at noon on july 18th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
follow up the presentation that Dana needs for the birthday happening today at 4:10p.m.,"B-Task,I-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,O,B-Date,O,B-Time"
i need to schedule a camera for the tech conference by Friday.,"O,O,O,B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date"
analyze Grandpa to test the table by midnight on the 2nd,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
prioritize the report and share it by Saturday at 8 PM,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
analyze the paper tray by the 8th at 10:45 pm,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
i need to add chapter twelve of the biology textbook by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
organize Boss in 9 days around 11,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
finish reading chapter fifteen of trade show book until the 10th of october,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
i need to submit the trade show in Houseborough after 9:10 this Tuesday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
add protest tickets tomorrow at 12:50 PM.,"B-Task,I-Task,I-Task,B-Date,O,B-Time,I-Time"
review the new slide about onboarding next Saturday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
prepare for the physics project on Saturday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
deal with the camera for the panel discussion that is in 5 weeks at 1:30 pm,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
add haircut for the trade show this Thursday at 10,"B-Task,I-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
i have a panel discussion scheduled for Tuesday next week at 5:40,"O,O,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time"
check for the press conference on Wednesday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
confirm note for the parade scheduled at noon on june 5th,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
watch Noam about the product launch by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
prepare the inventory levels before the trip on Saturday at 3:45,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
go over my dry cleaning in three days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
call the new album made by Mom until Wednesday at 4:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
practice Lia for his commemoration which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
prioritize Grandpa for his trip which is tomorrow next week,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date"
i need to read the trade show in Clinechester after 10:30 this Tuesday,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Time,O,B-Date"
I'm having a festival with Blake at the cafe tomorrow at noon,"O,O,O,B-Task,I-Task,I-Task,O,O,O,B-Date,O,B-Time"
i need to buy a notebook by Friday.,"O,O,O,B-Task,I-Task,I-Task,O,B-Date"
i need to finish an update mail to the team at 7:20 AM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
finalize Jacob about the networking event by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
look into the printer for the tech conference that is in eleven weeks at 7:40 pm,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
buy the hand mirror before the party on Wednesday at 8:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
read the project report by 10PM on Sunday,"B-Task,O,B-Task,I-Task,O,B-Time,O,B-Date"
study ruler for the festival scheduled at noon on jul 3rd,"B-Task,I-Task,I-Task,O,B-Task,O,O,B-Time,O,B-Date,I-Date"
sort out the worker for the product launch that is in 11 weeks at 10:00 am,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
i need to plan chapter 3 of the biology textbook by Sunday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
learn Dad's protest gift before jul 8th,"B-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
tomorrow i have to learn the slide for the december lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
finish reading chapter 60 of tech conference book until the 21st of aug,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,I-Date,I-Date"
look into my dry cleaning in eleven days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
send the intern before nine pm tomorrow and then confirm,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
schedule the shower gel before the protest on Tuesday at 5:50,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
reserve tickets for the carnival on february 30th at 4:20 a.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
check Ron to review the banana by midnight on the 4th,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,B-Date,I-Date,I-Date"
i need to coordinate chapter seven of the biology textbook by Wednesday.,"O,O,O,B-Task,I-Task,I-Task,O,O,O,O,O,B-Date"
i need to check an update mail to the team at 8:45 AM tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,O,B-Task,O,B-Time,I-Time,B-Date"
practice Daniel in ten days around 11,"B-Task,I-Task,B-Date,I-Date,I-Date,O,B-Time"
don't forget to finalize the meeting tickets by tomorrow at 3:20,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
reserve photo album for the Port Tracy branch tomorrow noon,"B-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,I-Task,B-Date,B-Time"
go over the monthly expense summary by the deadline on jul 11th at 6:20,"B-Task,I-Task,O,B-Task,I-Task,I-Task,O,O,O,O,B-Date,I-Date,O,B-Time"
call Gal on her fair which is on the 13th at eight pm.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
attend the new camera about onboarding next Friday,"B-Task,O,B-Task,I-Task,I-Task,I-Task,B-Date,I-Date"
watch the report and add it by Wednesday at 4 am,"B-Task,O,B-Task,I-Task,I-Task,I-Task,O,B-Date,O,B-Time,I-Time"
don't forget to confirm the concert tickets by today at 1:50,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
arrange the gym bag before the concert on Monday at 4:15,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
make sure to follow up the fair certification by today at midnight,"O,O,O,B-Task,I-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
prioritize the dishes before nine a.m. today and then confirm,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
follow up my dry cleaning in 3 days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
prepare the printer before five pm tomorrow and then send,"B-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date,O,O,O"
Remember to send with Dana about the team lunch scheduled for Friday noon,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,O,B-Date,B-Time"
check out the ruler for the tech conference that is in 6 weeks at 6:10 PM,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Task,I-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
return Grandma on her tribute which is on the 8th at eleven a.m..,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
finish for the board meeting on Saturday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
design a lawn follow-up by the 28th in 9,"B-Task,O,B-Task,I-Task,O,B-Date,I-Date,O,B-Time"
Need to attend the ice cream before the celebration on jan 25th at 2:15,"O,O,B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time"
sort out my dry cleaning in six days,"B-Task,I-Task,O,B-Task,I-Task,B-Date,I-Date,I-Date"
call Shani on her rally which is on the 31st at seven am.,"B-Task,I-Task,O,O,B-Task,O,O,B-Date,I-Date,I-Date,O,B-Time,I-Time"
don't forget to review the rally tickets by tomorrow at 4:45,"O,O,O,B-Task,O,B-Task,I-Task,O,B-Date,O,B-Time"
email the keyboard today,"B-Task,O,B-Task,B-Date"
follow up Tahel's medical prescriptions on aug 27th at 10:20 a.m..,"B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date,O,B-Time,I-Time"
i have to submit the presentation for the product launch at 4 am tomorrow,"O,O,O,B-Task,O,B-Task,I-Task,I-Task,I-Task,I-Task,O,B-Time,I-Time,B-Date"
today i have to return the radio for the dec lunch,"B-Date,O,O,O,B-Task,O,B-Task,I-Task,O,B-Task,I-Task"
email the new garden made by Gal until Thursday at 10:45,"B-Task,O,B-Task,I-Task,O,O,O,O,B-Date,O,B-Time"
study tickets for the meeting on jun 13th at 5:25 p.m..,"B-Task,I-Task,I-Task,O,B-Task,O,B-Date,I-Date,O,B-Time,I-Time"
confirm for the physics project on Wednesday,"B-Task,I-Task,O,B-Task,I-Task,O,B-Date"
prioritize Noam about the networking event by next week,"B-Task,I-Task,I-Task,I-Task,I-Task,I-Task,O,B-Date,I-Date"
